"text","source_id","statement_id"
"We have a small plot of land where we do our farming activity. We produce different crops like maize, teff, wheat, sweet potato from our farming land. We also consume 'inset' (false banana) in difficult times. We also produce vegetables whose production is enough for home consumption but not surplus for market. Though we don't get support from government as other people do, we are improving our livelihood through our effort. Regarding cattle, I have received chickens from send organization which helped me a lot. I have also  cattle which I own in share with other people. I had also a cow which used to give milk but I sold it to cover health expense of my son who was severely sick and unfortunately died in the meantime. We eat different foods as much as we can.","C1",97
"The farming activity is now better than previous times though it was bad during the last harvest season due to unavailability of rainfall on time. However, this year it is better as the rain rained at its regular time. So I hope we are going to collect better income from farming. Thus, the income we get from farming is improving as the production became good.","C3",98
"The income we get is not as good as our effort. But my child who was chronically ill made us suffer from financial stress and reduced our ability to purchase property. We had sold our assets to treat him.","D4",99
"Most of the time, we spend our money to purchase food items. Sometimes we have borrowed money to cover our expenditure. I save money in different places including in: Idir, send organization, and wachiga saving and credit development association that funds orphan children. I also deposit money in the church where I am a member. I have also borrowed money from saving association as well as from people.","E1",100
"Sometimes it gets improved and sometimes it gets decreased. Vegetables are not as productive as they used to be. I have also to pay the debt of fertilizer. The sickness of my child and later his death obliged me to spend more in expensive funeral ceremony that eroded my financial base. Thus, I have outstanding debit that I have to pay back.","E4",101
"In the last three years there has been a change in our health. We are keeping our environment clean according to awareness creation given by health officers. In addition to health workers, WODA is also teaching us to protect our health and our environment through managing solid wastes and avoiding conditions which led to malaria problem. There is change in our health, malaria is not frequently occurring like before, we have our independent toilet and shower. We are keeping our health through washing our hands, our bodies every three days, our clothes and also washing all our utensils before and after using it. We got awareness from the NGO send a cow. The organization had taught us to keep our environment clean and to protect ourselves from various communicable diseases. With regard to clean and potable water, we lack clean water near our community. Thus, we are getting it from a far community, which is one of the challenges that we are facing. 
In relation with education, I am motivating and helping my children to learn actively in their level of education. One of my daughters is very strong in her education and she is a rank student. She is now learning in Gesuba secondary school. I experiment with the so called biogas which provides light and it became effective; it helped my children to study and read daily without any challenge. In addition to my follow up and their commitment, the existence of biogas in my home has played significant role on my children's education.","B1",102
"We are eating a variety of foods that we can get from our farm mainly cereals, inset and inset products. We have improvement in our health and we are taking varieties of food because of the change in our life. The reason for overall change and improvement is agriculture and agricultural productivity has increased. This is because of my commitment in farming and the way of farming is improved; cultivating according to seasons; when and where agriculture is effective. Other than farming, cattle rearing is another activity that changed my life. Cattle rearing plays a vital role in improving the life of rural dwellings.","C5",103
"In last three years the food we eat and its quality is also improved. Nowadays we are not hit by drought. There is good change in my life because of effective farming, commitment to farming based on seasons; when, where, what to cultivate to increased the yield of farming. This enabled us to get better food and to be free from drought which occured frequently before.","C7",104
"In the last three years, what I get non-farming income from is from beehives or apiculture. Every year in October and May I spend my time working on creating conducive conditions for bee to produce honey. I am producing honey and getting good income from honey, selling it for 90-120 birr per/kg. Other activity from which I get income is fattening of oxen, mainly when they get tired/aged. I sell out the fattened one and replace it with young oxen and get good profit out of it. 
I am producing honey because of my own commitment, without any technical or financial support. Generally, my income has increased not only from agriculture but also from apiculture and fattening. Even the income I earn only from honey and honey product covers all my expenditures including land tax and all home expenditures.","D1",105
"In the last three years one of the expenditure that we spend is for fertilizers called DAP and urea. When we sell our agricultural products we calculate the cost and profit. The cost of what we spend is mainly the cost of fertilizer; most probably it is around 2600 ETB. Other expenditure will be health treatment cost, sometimes when we feel sick we have to go to health centres. Expenditure of fertilizer is the main spending that we have. Our spending of fertilizer is getting higher due to the increase of  price of fertilizer year after year. Therefore, expenditure is also increased.
With regard to a culture of saving, a year ago I was saving independently in my home. Now I am joined community saving association initiated by send a cow NGO and I am cashier in the saving association. We have started saving for 5 birr contribution. When the progress is promising we made our contribution to 10 birr. Our saving association also provides credit service for those who are members of the association and creditor is expected to pay interest based on the rate of credit. An individual who borrows 1000 birr is expected to pay interest of 150 birr.  We accumulated around 29000 birr in our association. The community members can borrow this money from the association to solve their pressing problems. The organization bought a truck and awarded us seeing our commitment to support our association. We are using this truck to transport  products from rural area to urban area. The organization has encouraged us to continue saving and to invest it to start different trading activities. We have also a plan to open up a common shop in the near future. 
In last three years in general, there is improvement in our life the community members can easily get credit from saving association when we face some problem. A member can get credit easily just paying expected interest. No one is expected to go through different bureaucratic procedure and beg individuals to get credit as it was before. This is one of the changes in our life.","E1",106
"Having this change, the asset that I have got is the motorbike that I bought for my son from which he earns good income.","E2",107
"The relationship and decision in the household is good. I am as a leader of my family and orient what is to be done, who is responsible for household activities, who will take care after children and other similar activities. We also discuss together. There is change in this aspect, it is because we had lessons from health extension workers about the way of living as well as  the importance of peaceful and clear communication among family members.","F1",108
"There is a change in the way the community works and collaborate together. I am the leader of 1-5 grouping and  I am participating in community road construction and community development projects. Thus, the community participates and works together through mobilization of 1 to 5 network. Moreover, since a year ago I am serving as community leader as the community members believe and accept me because of my character I show in the community.","G2",109
"There is cooperation and collaboration among community members. We are working together in the time of farming and cultivating our land. We are working in group of five or more than that in different seasons. We are discussing on the issues which are controversial, to solve problems and conflicts together in the community through discussion and dialogue. With regard to development project in the community, different governmental and non-governmental organizations are working and creating awareness to the community. But there are different type of people are living in the community and all people cannot work equally; one may be lazy, other may be careless, other may be not interested on the issue. This is the challenge for cooperation in community development. Having this all challenges that there is change in the community and that the community is better than before. There is dialogue, discussion, grouping and working together. Except certain individuals having their personal behaviour there is nothing which restricts dialogue and community development.","G4",110
"There is change in all aspects of my family life. There is better change in our community that the community is discussing on various social issues and discuss to avoid some harmful traditional cultures. The community is participating spiritually in church, in social associations like Idir and the people outcasts individuals who have unethical behaviour.","H2",111
"Important link to Send a Cow - Have received Training, biogas- improved livelihood","I1b",112
"In the last three years, personally, there is no change in agricultural production. There has been a reduction in agricultural production because we owned small plot of land which is only for subsistence. The weather condition in this season has limited our agricultural production. There is no change in agricultural production mainly becuse of lack of land for farming. We are working on others land and divide the production equally with the owner of the land. Thus the production is not surplus for home consumption. 
With regard to varieties of production, there are no new crops that we have produced now but have not produced before. There is no vegetable and fruits, we just have a small plot on which we grow some crops for home consumption.
With regard to livestock we had two oxen before, but now we sold one of them for house construction, so we are now left with one. What makes us different from the community is that, our community members have large plots of land but we have small; so the option we have is working on others land through sharcropping. We sharecrop in only 1/3 hectar of land as we don't have any other options to do.","C1",113
"In the last three years things are becoming very expensive. We spend to have what is required for household members, mainly for our children. Our life is full of expense. We don't have any source of income but we have various expenditures. The expenditure is increasing overtime time because things are becoming very expensive. However, we don't formally register our expenditures but we have different spending for household needs.
In the last three years we don't save either at home or in any on the saving association. Let alone saving we borrowed different amount money from individuals and we also have outstanding debit for fertilizer. It is difficult for us when  the production is getting low. We are not participating in any type of saving. Based on our current situation saving is unimaginable.","E1",114
"There is no change from the income of agriculture because it requires follow up and fertilizer. My husband has already died, I am not farming and the land is provided to other via contract. I lack financial capacity to invest in agriculture. Therefore, agriculture production is decreasing after three years because of the above reason I mentioned and the existing weather condition. I have fruits like mango, from which I get some income. In relation with livestock, I have only one shared with other person.","C3",115
"In last three years no good change is witnessed in my life rather it has become worse in these three years. It is because of my husband's death. Farming is not providing the yield. In general, there is no change in income.","D4",116
"In the last three years my main expenditure is when I feel sick and my children feel sick for medical treatment. I have spent a significant amount of money in the last three years for health problems and death of my husband. I borrowed money from others for my daily consumption as well as for land tax.","E1",117
"The overall wellbeing is not in the good condition. It is bad. I sometimes feel sick physically. The condition is becoming worse in this last three years.","H2",118
"In the last three years our health condition is good and we have good health. We are trying our best under the help of God and protecting our health in washing our body, our clothes, and our kitchen materials. We are practicing the lesson that we acquired from the health workers and other non-governmental organizations. We are also getting clean water though it is far from our surrounding. The challenge is, it is far from our community and the water around our community is not functional, rather it is under maintenance.
","B1",119
"In the past three years agricultural product is declining because of the fluctuation of weather condition that becomes unpredictable. We are working hard, DA's are striving their best but the fluctuation and unpredictability of weather has reduced our agricultural product. I am really shocked because of the weather condition. I consider that it is God who is responsible for this but no one could accuse God for what is happening. As fulfilment of God's word, it is an approach of the end of the world. That is why things will go in such manner. 
I have small plot of land and most of the time I work in share with others and also sharecropped-in land to get some benefit. I began to produce cassava this year in order to diversify my agricultural produce. Regarding fruits and vegetables, since this area is desert I am not producing it. Moreover, to produce vegetables we need water but we don't have sufficient water and also have lack of experience to produce it. Our land is also not fertile and the agro-ecological condition is not suitable for vegetable and fruit production. There are people in our locality who tried to produce vegetables with the support they got from send organization but the final result was not significant.
With regard to livestock, we don't have to many livestock due to lack of grazing area. We rather engaged in chicken production in place of herding livestock even though it is not that much effective. The agro-ecology in this area is not good for poultry production.","C1",120
"As I stated earlier, in this three years our agricultural productivity is reduced. this is mainly due to unpredictable weather condition. There is no source of income for us. An individual in our community earn income only fattening their livestock. Once they sell they get some profit to buy another ox.","D4",121
"During the last three years my main expenditures include fertilizer, annual festival ceremonies, land tax, and educational material for my children. In the last three years expenditure has increased due to high market price while income is decreased due to low agricultural production related to weather conditions.
With regard to saving I am trying to save as much possible; not only in cash but also in kind. I am saving/storing agricultural produce for the drought time. However, the weather condition worsens and is a challenge. Thus with such context, it is difficult to save and my saving is not progressing as I wish.","E1",122
"There is change and improvement in our community in last three years. The community is working through discussion and cooperation. I feel that through dialogue and collaboration we can change our community. This is because we are concerned for our community and solve our community problem in collaboration with government and NGO.","G4",123
"In the last three years, my family is in good health. In terms of health, things have been improved a lot since the establishment of health care centre in the nearby village. We can easily access health services like getting injections, and other medicine whenever one of my family members does not feel good. Some of my kids are enrolled in school but not all of them. Two of my kids dropped out of school. I want them to go school. Thanks to government efforts, we have primary as well as secondary schools in our village. But you know kids of these days do things as they wish. There is a good deal of improvement in terms of access to clean water for drinking and other household purpose. The government built water pipe. There is also an organization called ""sendika"" which helped me with planting water well. Water well was drilled to extract water. As result, we have no problem with getting clean water for drinking and other uses.","B1",124
"In the last three years, I used to grow and harvest teff, wheat, maize, and potatoes for consumption. I do my best to grow variety of crops though the size of my farmland is small. Currently, I mainly produce potatoes but I could not produce more of everything. The amount of production of these crops varies from year after year depending on the weather condition. Climate change is affecting our farming production. Sometimes the weather gets better, sometimes it gets worse. I am harvesting less and less as result of bad weather condition. Moreover, I couldn't  grow and produce more because of the small farming land size. Thus, the small land size does not allow me to sow variety of crops. I could not also own large of number of cattle because of small grazing land. I have one milk cow and one sheep. Of course, I have rented land from others to produce more crops, but it is my other occupation as carpenter that helps me to support my family. Our neighbours grow and harvest much more than us because they have large farming land. They managed to grow and harvest a variety of crops like wheat, maize, teff, and barely.  Mine is very small. There are no new activities I have taken up in order to produce more food crops.","C1",125
"Besides farming activities, I have additional income from other activities like carpentry, water-well digging. My incomes from non-farming activities coupled with farming activities helped me to improve my family life. But income from farming alone is not that promising. It the income from non-framing activities that is very helpful","D1",126
"I have been spending more and more money for 'Idir' (traditional saving institution). I am member of several 'Idir'. So I have to contribute a good deal of money. Moreover, I have spent more money for my kid's education. In the past three years, I have been spending money to buy them stationary, clothes/outfit and shoes. I have also been saving in kind.  I am member of in-kind saving team. We save 'iron sheet' that helps in building house. I have debt which is to be paid sometimes in future. But this change is good because there are improvements in our life. In the last three years, I managed to build new house.","E1",127
"We have good relationship with our neighbours and entire community. The community has a good culture of working together. When it is rainy season, we used to help each other in harvesting, weeding and doing agricultural works in one another's farm. In the last three years, I have been involved in various community level activities such as road repairing and other development activities. For example, here, the local school has been growing potatoes with the help of the organization called 'sendika'. Last time, we have helped the school with harvesting and weeding crops. It is common that the community come together to carry out certain activities during summer season.","G1",128
"The fact that income from non-framing activities like carpentry, water-well digging is increasing  and has contributed a lot to improve my household income and wellbeing","H2",129
"Important link to Send a Cow - It has provided me seeds of cabbage, carrot and other vegetables. I am also able to save money during the last three years.","I1a",130
"In the last three years, our health condition is getting better and better. My family pays 200 birr per year in order to secure health insurance. We have been provided with health insurance documents. So we have access to health care services for free since we have already paid the yearly premium. Previously, we have been struggling with sending our children to schools because of lack of educational facilities on nearby village, but now they moved to our place following construction of school in places nearby our village. With respect to education, things are much better than the previous years. In addition, health extensions have been educating us a lot about hygiene and sanitation practices. However, getting clean water is not easy for us. We don't have sufficient water for drinking and other household use.  We are also struggling to cope up with urban life when it comes to getting sugar and oil from the city council. This place has been urbanized. In addition, Sorfela (wide area of pasture) where our goats and sheep used to graze had been taken away by government due to urbanization. That affected us negatively.","B1",131
"We have been producing maize, beans and peas. In addition, we have been growing vegetable, cabbage and fruits with support of organization called 'Sendika'. 'Sendika' give us seeds of cabbage, carrot and other vegetables. They also educate us to grow vegetables. However, in the last three years, we are producing crops in lesser in quantity. Especially, we produce maize in lesser quantity compared to the previous years. As a result, we have been impoverished. We are no longer getting fertilizer from the Kebele. We don't have many cattle because finding pasture land where our cattle graze becomes difficult. We have one ox, milk cow and sheep. Previously, the Kebele has given us improved seeds of wheat and peas once we buy fertilizer from the Kebele. We have also given seeds of potatoes from the kebele.  However, that is no longer the case. The kebele ceased to give us seeds as well as fertilizer. Similarly, two years ago, 'Sendika' has been giving us seeds of variety of vegetable. The vegetable seeds helped us a lot. Since last year, 'Sendika' is no longer providing us support.","C1",132
"The reasons are basically attributed to bad weather condition, and wrong use of fertilizer. We have used fertilizer but it did not help. Previously, we have been producing abundantly. Hence, we used to have surplus crops for market. However, in the last three years, we don't even have enough crops for household consumption.","C3",133
"Important link to Send a Cow - It has provided improved seed of vegetable. I am still saving with the support of the organization. However, Sendika has ceased to support us since last year including this year.","I1a",134
"In the last three years, things have been improved a lot with respect to health. We also have access to clean water because of construction of water pipes in our village. Health care facilities provide quality health services compared to the old days. Moreover, hygiene and sanitation practice has also been improved due to team works arranged by government. There is an organization called Sendika which planted water pipe which improved access to clean water for drinking and other uses. There is a maladministration issue on the part of kebele administration. They don't work hard to address the needs of the community. There is serious problem regarding distribution of sugar and food oil. We also struggling to cope up with life since sorfela pasture land has been taken away. We couldn't able to own livestock due to lack of pasture land.","B1",135
"My farmland is very small in size. My farming activity is not pleasing because I don't have ox that helps in cultivating farmland. Moreover, I am alone, my husband lives in Hawasa. He pays a visit during holidays.  He works there. I have been growing vegetables. Currently, I am producing beans in lesser quantity. I mainly produce for household consumption. However, farming activity is not promising. The small size of my farmland coupled with lack of ox prevented from being productive. Previously, I have been working hard on my farmland but not anymore. I get sick so I couldn't do agricultural activities. So, framing activities has been weakening in the given period. However, my family life has been improved because of my trading activities.","C1",136
"I am a trader. My business activities helped me to improve my household income over the period. Business activities get better over the period. Increment of income from this activity helped me to improve my family life","C5",137
"I am trader. My ability as a household to earn money from non-farming activities has changed in the last three years. My profit from selling fruits and vegetables has been getting better over the period.","D1",138
"Income from trade activities has been improved a lot because price for vegetables and fruits has become expensive, and there is increased demand for those items. Urbanization has also helped the market to boom.","D4",139
"In the last three years, access to education has been improved a lot. Now, we have satellite schools. We have schools in the nearby village. All my children are attending schools now. We have no problems with regard to hygiene and sanitation. Health care facilities are also located within safe physical reach. So, we have access to health goods and services. My family is in good health during the last three years. The government has also given us mosquito nets. So, we are able to prevent malaria. However, there is a serious problem in relation to clean water. I don't have access to clean water. My family often struggle to get water for drinking and other use.","B1",140
"I have small farmland. I have been growing sweet potatoes, potatoes, teff, and wheat. This year, I have stopped growing maize because of fearing crop disease related to maize. However, the amount of production has been diminished due to bad weather condition. Last year, I have bought cabbage, carrot and other vegetables from people who are involved with 'Sendika' organization. I have bought vegetables for household consumption. I also own cattle jointly with other neighbour. I have two cows and one ox.  I have also started doing business so as to support my family because farming activity is not going well. Most of the crops like teff, wheat and sweet potatoes I have planted have lost during the last year. In previous years, I have been producing maize for household consumption. I am no longer collecting crops from my own farm for household consumption. Nowadays, we buy most of our food items from the market. Others in my neighbourhood are doing better than me because their farming land is lager in size hence; they managed to have increased production of crops over the past three years.","C1",141
"In the last three years, I have been producing crops in lesser quantity because of the bad weather condition. Hence, over the past three years the amount of food my household eats has been getting less as well.","C5",142
"Apart from farming activity, I am engaged in business activity that serves me as additional source of income. Moreover, I am also serving as a guard for the Kebele. I earn 450 birr monthly due to my membership to safety net programme.","D1",143
"I have spent the money to buy food items. Moreover, I contribute money to Idir. Previously, I have been saving to build house but I don't save any more. Now, I spend more money to cover costs related to my kid's education.","E1",144
"The bad weather condition has mainly affected my farming activities. And that reduced my feeling of wellbeing during the last three years.","H2",145
"Important link to Safety-Net Program   - It gives me 450 per month. With this money, I managed to improve my life over the past three years. For e.g. I have owned livestock, and also support my family","I1a",146
"I am not in good health in the last three years. Though there is health care centre in a nearby village, health care providers don't serve us properly. Once upon a time, I have visited traditional healers because health care centre doesn't treat me well. One of my kids doesn't often feel well. However, the health care centre here does not help us. On the other hand, all my kids are attending schools. I am sending all of my kids to school. We don't have clean water within safe physical reach. We sometimes struggle to get clean water for drinking and other uses. There are some people in our neighbourhood who have water wells planted by the organization called 'Sendika'. However, they don't allow us to fetch water from their well. They use water to drink, grow vegetables and other crops. So, we have to take a long walk to fetch water from villages far away from us. My family hygiene and sanitation practices get better during this period due to health extension work.","B1",147
"Farming activity has been disappointing because of bad weather conditions. I have been producing maize, teff, peas and beans. Recently, I am producing more potatoes, and less teff. I stopped growing maize because of crop disease. I couldn't  grow vegetables because I don't have adequate water. Those people who have been linked to the organization called 'Sendika' grow vegetables, and they also have water well in their vicinity. They benefit a lot by selling out improved seeds of vegetables. I own one ox and two hens. There is no new activity I have taken in term of farming. It is business activity which helps me to support family during this period.","C1",148
"I have been doing business to earn money. I am baking 'enjera' to sell. I also sell powder.","D1",149
"I am actively engaged in business activity that improved my feeling of wellbeing. My business activity helped me to support my family. I am not dependent person.","H2",150
"With respect to health, things have been improved a lot since the establishment of health care center on nearby village. Moreover, we have no problem with getting clean water. There is a water pipe planted by world vision. So, we have access to clean water for drink and others uses. In addition, schools have been constructed in places within safe physical reach. This helped us a lot. Previously, our children have to go to other town to pursue their education. But that is no longer the case.","B1",151
"In the last three years, my farming production goes down because of expropriation of my farmland for development project, i.e. building school. I have been given substitute land but it is not as fertile as the original one. As a result, it affected the amount of farming production. Now, I am producing coffee, fruit and false banana products. Previously, I used to produce abundantly so as to sell out in market. However, that has been changed over this period since the expropriation of my farmland. The farmland which has been given in substitute is not productive. Moreover, I don't own large livestock because of lack of pasture land. I have sold my livestock after expropriation of my farmland.  Currently, I have one ox and one cow.","C1",152
"Previously, we used to produce in higher quantity. Our previous farmland has been so fertile so we were able to produce surplus crops for market in order to earn money. Thus, we got huge profit. Over the last three years, our income from farming decreased due to expropriation of fertile land. Our current land is not that fertile so we don't grow and harvest as old times. That change affected our household income a lot.","C3",153
"The amount of food my household eats during this period has been decreased. The substitute land is not fertile. Since the expropriation, we ceased to produce abundantly. Hence, we don't have enough crops for household consumption over the period.","C5",154
"Expropriation of our fertile farmland affected us a lot. Since the expropriation of our fertile land, we have been struggling to make ends meet.","D4",155
"Most of our money goes to pay for 'Idir'. We are member of 4 Idir. So we have to contribute money monthly for each of the Idir. I am also saving 10 birr per week. We received money in compensation as result of the expropriation. With that money, we have bought ox and cow. We did not make any significant purchase or investment during the last three years.","E1",156
"The relationship within our household is not bad. Of course, my husband is a bit stubborn person. Sometimes he decides and does things by himself without consulting me. However, things have been improved a bit over the last three years. He is financially struggling since the expropriation of our farmland. But that is good because he becomes humble.","F1",157
"In the last three years, things have been improved a lot in term of health, hygiene and sanitation because of intensive works by Wolaita Development Association (WDA). WDA has been educating us about health, hygiene and sanitation. We have built toilet since then. Moreover, WDA has imparted information about health issues, and eating nutritious food. WDA helped us to grow vegetables like carrot, cabbages, red potatoes, tomatoes and others over the last three years. The health information we received from WDA has helped us a lot. Thanks to their effort, we are able to save in cash. With regard to education, all of my children have been attending schools. The problem is we don't have high schools (9th-12th Grade) around. So, I have been forced to send my children to other town such as Sodo and Gassuba. That is very difficult for me because I am not financially able to do so. As result, some of my children dropped out of school at some point. But most of them have been enrolled at school. On the other hand, we have serious problem in relation to getting water. We often fetch water from remote places. So we don't have access to clean water.","B1",158
"In the last three years, I couldn't able to produce intensively as compared to the previous years. Perhaps, it is the bad weather condition. This year, I have produced maize in lesser quantity. Over the last three years, the production amount goes down. The market return of my farming product is low so I couldn't cover the costs related to fertilizer. In addition to this, physical disability on my hand reduced my productivity. I cannot work on my farm instead I have to hire someone who works on my land. I have been producing maize and peas. Last year, I have produced vegetables for household consumption. There are no new activities I have taken up in the last three years. We have been eating the same things during this period. I have milk cows. I have also jointly owned an ox with my neighbour. WDA has given me hens. I have been saving at WDA so I managed to own poultry.","C1",159
"During the last three years, farming production has been decreased due climate change. Moreover, the physical disability hindered me from working intensively in the farming land. I have to rent my land to other able man due to my disability. That reduced my income and affected the amount of food my household eats during this period.","C5",160
"Climate change affected productivity, and farming activities over the last three years. The main source of income for me is farming activity, when farming activities get worse, my ability to earn money gets at risk.","D4",161
"I have been spending most of my money to cover costs related to my children's education. I spent more money for children's education, including house rent. Three of my children have been attending secondary education in town. I used to send them money weekly and monthly. I also spent money to buy clothes and shoes for them. I am spending money to cover costs related to living expenses. I am saving 7 birr per week at WDA. I have borrowed money to cover costs of my children's education. There is no significant purchase or investment I have made over this period.","E1",162
"We have good relationship with others within the village. The community works together in repairing roads, maintaining peace and security of the village. We also carry out various developments related activities. I have assumed responsibility with regard to development team of 40 persons. I have had role to play in teams organized by WDA. I have been a finance head for saving team. We also planned to undertake various development activity in the coming month.","G1",163
"Climate change reduced my feeling of wellbeing during the period. Bad weather condition has huge impact on food security and livelihood.","H2",164
"Important link to Wolaita Development Association (WDA) - It has provided information about health, hygiene and sanitation practices, and eating nutritious food. I have improved my hygiene and sanitation practices. Thus, I have built toilet for the family. Moreover, I have produced vegetables for household consumption.","I1a",165
"My farming production has been improved during the period. I mainly produce for household consumption. My family life has been improved a bit since my elder daughter got married. Her husband has been working on my farmland, and that helped a lot because my household is able to produce crops for household consumption.","C5",166
"Besides farming activity, I do business. I sell coffee on market. The money I saved at WDA helped me to engage in business activity.","D1",167
"I spend money to cover living expenses. I also contribute to Idir. I have sold my milk cow over the period. I spent the money to cover medical cost for elder daughter. I was forced to sell my milk cow. Currently, I am saving money at WDA.","E1",168
"Since my elder daughter got married, things have improved a lot. Both my daughter and her husband check on me. Her husband supports me with my agricultural work. Thus, they help me to make my living.","F3",169
"I am very hopeful about the future. Currently, I am saving 30 birr per week at WDA. I feel like the more I save the better my life will get.","H3",170
"Important link to Wolaita Development Association (WDA)   - It provided me hens, and It also arranged saving mechanisms that helped me to engage in business activity.","I1a",171
"In the last three years, our farming production has been diminished a lot. In previous years, we produce crops in higher quantity but not anymore. My family size gets bigger during this period, and that posed a challenge in making a living. Currently, we are producing beans. Though we have sowed maize, teff and potatoes, we have lost it because of the bad weather condition. These days, we mainly produce for household consumption. I have two cows. Our farming land is not productive; infertility of the land has affected our production and harvest amount. Others grow and produce more compared to us because of their fertile land. There are no new activities we have taken during the given period. Last year, the organization called 'Sendika' has given me seeds of vegetable like cabbage and others. I have produced vegetable for household consumption and I have also earned money by selling the surplus product. However, I have stopped growing vegetable when I got pregnant. Growing vegetable is a bit demanding so given my situation I couldn't do that. My farming activity reduced during childbearing period.","C1",172
"My family size gets bigger, so we have been struggling to cope up with life.  The amount of food my household eats declined during the period.","C5",173
"Previously, I have been doing business. However, I quit doing business during childbearing period.","D1",174
"I have been spending money to cover costs related to tax and fertilizer. I also spend money to meet my kids demand. I have spent money to buy them clothes, shoes, and to cover costs related to education. Furthermore, I am spending to cover living expenses, and other costs of social activities like 'Idir'. On the other hand, I have stopped saving recently. I have not borrowed money from other persons during this period.","E1",175
"In the last three years, I have been struggling to make ends meet. As I have said earlier, I have already stopped doing business. I used to be trader but not anymore. Since I gave birth to my last kid, I quit doing business. I think that affected my family.","H2",176
"Important link to Sendika - It provided me improved seeds of vegetable. Last year, I managed to produce vegetable for household consumption. I have also made profit by selling the surplus product. Furthermore, the same organization lends us money. Last year, I have borrowed money to start business. I was able to engage in business activity following their finaciacial assistance. I have also owned poultry due to the support provided by the organization.","I1a",177
"In the last three years, farming activities has been getting worse due to bad weather condition. Amount of farming production has diminished a lot. Farming land is no longer productive. I have been producing maize, teff and peas. However, I have been producing those crops in lesser quantity compared to the previous years. I am going to sell ox to pay fertilizer cost because market return of farming products is low. I have ox, cows and donkey. In addition to working on my farmland, I have rented land from others so as to increase my farming production. Nevertheless, farming activity is disappointing these days.","C1",178
"Yes, I have additional income source from business activity. I have started business as charcoal trader recently. That provides additional source of income for my household.","D1",179
"Farming activity has been disappointing over the last three years. Farming production has gone down and that affected my feeling of wellbeing.","H2",180
"My family is not doing well in term of health. I have not been feeling well for long because of the pain I had on my breast. My husband is also bedridden due to the disease on his eyes over the last years. We could not improve our life due to our health conditions. Nothing has been changed over the last three years. However, recently, my health condition is getting better after being healed by divine intervention.","B1",181
"Our health condition has a huge impact on farming activities. Of course, we don't have big farming land. The size of our farming land is very small. The type of crop we plant depends on the season. During spring, we often produce maize. This year, I mainly produce sweet potatoes for household consumption. Prior to being sick, he has been working on other people's farming land but not anymore. We don't posses any livestock. We have one donkey. We make money by renting our donkey to other people. That is main source income for us. In addition, I do business. I have started doing business since my health condition gets better. Others in the village produce more compared to us because they are healthy, and they possess bigger farmland.","C1",182
"I am actively involved in business since my health get better. The business activity improved my family life including the amount of food my household eats get better during this period.","C5",183
"I am doing business. Business activity helped me to support my family.","D1",184
"It is the business activity that helped me to improve my life. Although I don't make huge profit, the income from business contributed to cover living cost.","D4",185
"I have spent more money to buy food items for household consumption. I have not been saving money. I don't have extra money to save.  I also did not make any significant progress in term of assets. I have also spent more money to cover medical cost in the last three years. My husband is not working due to his health situation. The family mainly depends on income from my business activity.","E1",186
"As I have mentioned earlier, doing business improved my life a bit. Moreover, my health condition has been improved through time. Now, I am healthy so I can intensively engage in business activity.","H2",187
"In the last three years, we have been improved due to the positive changes in farming activity. Last year, we have built new house. Besides working on our farmland, my husband has rented farmland from his brothers so as to produce more crops. We have been producing maize, beans, coffee, and potatoes. This year we have produced maize and teff in lesser quantity. However, we did not encounter any problem regarding household consumption. We mainly produce potatoes for household consumption. This year, we have been producing beans for market in order to earn money. Hence, we were able to cover expenses of fertilizer, tax and others. We also managed to pay for health insurance. I have one cow for milking, and sheep.","C1",188
"These days, we are spending more money. Our expenditure is more than our income.  Living expenses are not compatible with what we get. We could not able to create a new way of making money over this period.","D4",189
"We are spending more and more over the period. Our expenditure is greater than our income over the last three years. That slightly affected my feeling of wellbeing.","H2",190
"During the last three years, my family is in good health. Most of my children are attending school. Two of them dropped out of school following loss of their mother. I have not faced any serious problem with regard to health over the last three years.","B1",191
"I have one hector farmland. I have been producing variety of crops such as peas, beans and potatoes. I have been producing sweet potatoes in higher quantity. I have produced potatoes for household consumption as well as for market to earn money. I am also producing false banana for household consumption. I have one milk cow and three sheep. Last year, an organization called 'Sendika' has given me one sheep, and year after I managed to have two more. Others in my neighborhood produce more than me because they have large farmland and they cultivate their land by using ox. They also use fertilizer. So, what they produce and harvest is much more than mine.","C1",192
"Climate change has affected amount of farming production. For instance, in the last two years, I have sowed teff but it has been lost due to bad weather condition. Similarly, I have produced peas in lesser quantity.","C3",193
"I have been working hard to support my family. In addition to farming, I have been carrying out various activities to increase my income.","C5",194
"We have been eating variety of food over this period. For the most part, my household eats those crops produced on my own farming. I also buy food item like 'Enjera' and 'fruits' from market. Last year, I have produced vegetables with the support of 'Sendika' organization who has given me seeds of variety of vegetables. Hence, I mainly produced vegetable for household consumption.","C7",195
"I have been making additional money for being member of 'safety net' programme. I receive 500 birr per month.","D1",196
"I have been spending money to cover living expenses. I also spend money to attend social events. I have spent more money for children's education. I have to send money to my son who is attending nursing diploma course in Arba Minich town. Moreover, I spend money to meet my other children's demand like buying shoes and clothes for children. Even the price of shoes and outfits has become expensive. For instance, I have to spend 500 to 600 hundred birr. Last year, I have borrowed 1000 birr to cover living expense.","E1",197
