"from","to","row_number()","label","note.x","strength","trust","sensitivity","specificity","statement_id","quote","attribution","combo.type","definition.type","package","packageNote","fun","N","arrows.middle.enabled","chain_id","domain","attributionValence","attributionExplicit","arrows.to","wstrength","text","code","source_id","female","note.y","domain attributed hh","q","qid","respondent","smooth.type","smooth.roundness","smooth.enabled","frequency","auto_group_key","auto_group","width"
65,20,55,"",NA,0.5,0.5,NA,NA,"20","We therefore found someone in the council to support us on this at a strategic level. ",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We are currently under licence and want to move to a longer-term lease. We therefore found someone in the council to support us on this at a strategic level. We have a different board from 2 years ago - partly intentional, and partly through attrition. Weve moved from fortnightly meetings to seeting up specialist groups and a monthly meeting system. We do more meetings in the winter when we run less activities. We have 5 project directors and a business manager. We would like the Board to become more strategic in the next 5 years. We currently have a short-term plan and aims, but wnat to develop a strategic plan towards greater impact.",NA,NA,NA,NA,"Governance and leadership","Have there been any changes in strategic planning skills and capabilities within the leadership team (including the board) over the last two years?a) If so, what has changed and what drove this change?b) At which level has the change been most significant? Board or senior staff?","E1","AQ52","continuous",0.533333333333333,TRUE,1,"20",3,3
65,10,56,"",NA,0.5,0.5,NA,NA,"21","Theres been a massive change in our ability. In July 2018, a local councillor placed an article in a newsletter for us. We run a Facebook page and work with the South Bristol Voice. We have growing support and the councillor is supportive in helping us with planning notification for a new community kitchen. Were trying to use relationships with influencers strategically. We know were a good news story (and therefore attractive to them). We attract broad interest as were a relatively cheap funding proposition.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Theres been a massive change in our ability. In July 2018, a local councillor placed an article in a newsletter for us. We run a Facebook page and work with the South Bristol Voice. We have growing support and the councillor is supportive in helping us with planning notification for a new community kitchen. Were trying to use relationships with influencers strategically. We know were a good news story (and therefore attractive to them). We attract broad interest as were a relatively cheap funding proposition.",NA,NA,NA,NA,"Influence","Has there been any change in your organisation’s ability to influence change in the area you work in?a) Have you been proactive in influencing decision makers? (Change could range from local councillors’ interest in the area of work, engaging local community, local/national media coverage, consultations, local/national policy etc.)b) Has it been harder to influence decision makers? If so, what are the reasons for that?","F1","AQ52","continuous",0,TRUE,1,"21",1,3
50,10,57,"",NA,0.5,0.5,NA,NA,"21","We have growing support and the councillor is supportive in helping us with planning notification for a new community kitchen. Were trying to use relationships with influencers strategically. We know were a good news story (and therefore attractive to them). We attract broad interest as were a relatively cheap funding proposition.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Theres been a massive change in our ability. In July 2018, a local councillor placed an article in a newsletter for us. We run a Facebook page and work with the South Bristol Voice. We have growing support and the councillor is supportive in helping us with planning notification for a new community kitchen. Were trying to use relationships with influencers strategically. We know were a good news story (and therefore attractive to them). We attract broad interest as were a relatively cheap funding proposition.",NA,NA,NA,NA,"Influence","Has there been any change in your organisation’s ability to influence change in the area you work in?a) Have you been proactive in influencing decision makers? (Change could range from local councillors’ interest in the area of work, engaging local community, local/national media coverage, consultations, local/national policy etc.)b) Has it been harder to influence decision makers? If so, what are the reasons for that?","F1","AQ52","continuous",0,TRUE,1,"21",1,3
10,67,58,"",NA,0.5,0.5,NA,NA,"21","Were trying to use relationships with influencers strategically. We know were a good news story (and therefore attractive to them). We attract broad interest as were a relatively cheap funding proposition.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Theres been a massive change in our ability. In July 2018, a local councillor placed an article in a newsletter for us. We run a Facebook page and work with the South Bristol Voice. We have growing support and the councillor is supportive in helping us with planning notification for a new community kitchen. Were trying to use relationships with influencers strategically. We know were a good news story (and therefore attractive to them). We attract broad interest as were a relatively cheap funding proposition.",NA,NA,NA,NA,"Influence","Has there been any change in your organisation’s ability to influence change in the area you work in?a) Have you been proactive in influencing decision makers? (Change could range from local councillors’ interest in the area of work, engaging local community, local/national media coverage, consultations, local/national policy etc.)b) Has it been harder to influence decision makers? If so, what are the reasons for that?","F1","AQ52","continuous",0,TRUE,1,"21",1,3
50,67,59,"",NA,0.5,0.5,NA,NA,"21","Were trying to use relationships with influencers strategically. We know were a good news story (and therefore attractive to them). We attract broad interest as were a relatively cheap funding proposition.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Theres been a massive change in our ability. In July 2018, a local councillor placed an article in a newsletter for us. We run a Facebook page and work with the South Bristol Voice. We have growing support and the councillor is supportive in helping us with planning notification for a new community kitchen. Were trying to use relationships with influencers strategically. We know were a good news story (and therefore attractive to them). We attract broad interest as were a relatively cheap funding proposition.",NA,NA,NA,NA,"Influence","Has there been any change in your organisation’s ability to influence change in the area you work in?a) Have you been proactive in influencing decision makers? (Change could range from local councillors’ interest in the area of work, engaging local community, local/national media coverage, consultations, local/national policy etc.)b) Has it been harder to influence decision makers? If so, what are the reasons for that?","F1","AQ52","continuous",0,TRUE,1,"21",1,3
68,69,60,"",NA,0.5,0.5,NA,NA,"22","Were not yet very savvy about third sector capital injeciton approaches. We know we need to develop that to be in a position to initiate new programmes.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Were not yet very savvy about third sector capital injeciton approaches. We know we need to develop that to be in a position to initiate new programmes.",NA,NA,NA,NA,"People and skills","Have the skills required by you and your workforce to deliver your services changed over the last two years? a) Why? b) How have you dealt with this change?","G1","AQ52","continuous",0,TRUE,1,"22",1,3
70,71,61,"",NA,0.5,0.5,NA,NA,"23","We have a focus on income generation and just getting on with things. We have gone from 5 to 30 active volunteers. We needed volunteer training in things like safeguarding and first aid; gardening and working coffee machines. Also food hygiene for the cafe. Our Director is currently on a 5 day business training course.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We have a focus on income generation and just getting on with things. We have gone from 5 to 30 active volunteers. We needed volunteer training in things like safeguarding and first aid; gardening and working coffee machines. Also food hygiene for the cafe. Our Director is currently on a 5 day business training course.",NA,NA,NA,NA,"People and skills","Have your staff’s skills and capacity changed over the last two years?a) Why and in what way?b) Have you invested in training your staff? If so, what difference has it made?c) What impact has this had on your service delivery?","G2","AQ52","continuous",0,TRUE,1,"23",2,3
66,73,62,"",NA,0.5,0.5,NA,NA,"24","We have gone from 5 to 30 activel volunteers, of which 18 are regular (mainly retired or those looking to get back into work/working part-time). More people want to be involved but we dont yet have the infrastrucutre. We have a volunteer recruitment policy but we dont have a volunteer coordinator to develope things.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We have gone from 5 to 30 activel volunteers, of which 18 are regular (mainly retired or those looking to get back into work/working part-time). More people want to be involved but we dont yet have the infrastrucutre. We have a volunteer recruitment policy but we dont have a volunteer coordinator to develope things.",NA,NA,NA,NA,"People and skills","Over the last two years has the number of people working or volunteering for your organisation changed? a) Why?b) Has this had a positive or negative impact on your ability to deliver?","G3","AQ52","continuous",0,TRUE,1,"24",1,3
75,32,63,"",NA,0.5,0.5,NA,NA,"25","Needs of clients have changed (though in some cases, impact is broader than our services), with more evidence of food bank usage. There has been an increase in safeguarding cases including domestic and alcohol abuse. There is a notable increase in anti-social behaviour in the area. Recently a pizza delivery van driver was beaten up and the incident was shared on social media. The closure of at least one local advice centre and the loss of a teenage parents project may inadvertently be sending more clients to us.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Needs of clients have changed (though in some cases, impact is broader than our services), with more evidence of food bank usage. There has been an increase in safeguarding cases including domestic and alcohol abuse. There is a notable increase in anti-social behaviour in the area. Recently a pizza delivery van driver was beaten up and the incident was shared on social media. The closure of at least one local advice centre and the loss of a teenage parents project may inadvertently be sending more clients to us. Also in 2019, there have been more GP referrals, but this may be as a result of a new special nurse post in the local practice making more referrals. We have specifically seen an increase in demand for our mental health support service and our exercise programme. Although theres always been a need for exercise, this is the first time weve offered a programme.. Social workers expect to meet client needs through local services like ours due to the lack of available statutory support.",NA,NA,NA,NA,"Service delivery","Have the services that you provide as an organisation changed over the last two years, and if so how and why?a) Have you seen more or less demand for your services? Why?b) Have the needs of your clients changed at all? c) If you so how have you responded to that?","B1","CQ13","continuous",0,TRUE,1,"25",1,3
74,32,64,"",NA,0.5,0.5,NA,NA,"25","Needs of clients have changed (though in some cases, impact is broader than our services), with more evidence of food bank usage. There has been an increase in safeguarding cases including domestic and alcohol abuse. There is a notable increase in anti-social behaviour in the area. Recently a pizza delivery van driver was beaten up and the incident was shared on social media. The closure of at least one local advice centre and the loss of a teenage parents project may inadvertently be sending more clients to us.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Needs of clients have changed (though in some cases, impact is broader than our services), with more evidence of food bank usage. There has been an increase in safeguarding cases including domestic and alcohol abuse. There is a notable increase in anti-social behaviour in the area. Recently a pizza delivery van driver was beaten up and the incident was shared on social media. The closure of at least one local advice centre and the loss of a teenage parents project may inadvertently be sending more clients to us. Also in 2019, there have been more GP referrals, but this may be as a result of a new special nurse post in the local practice making more referrals. We have specifically seen an increase in demand for our mental health support service and our exercise programme. Although theres always been a need for exercise, this is the first time weve offered a programme.. Social workers expect to meet client needs through local services like ours due to the lack of available statutory support.",NA,NA,NA,NA,"Service delivery","Have the services that you provide as an organisation changed over the last two years, and if so how and why?a) Have you seen more or less demand for your services? Why?b) Have the needs of your clients changed at all? c) If you so how have you responded to that?","B1","CQ13","continuous",0,TRUE,1,"25",1,3
77,32,65,"",NA,0.5,0.5,NA,NA,"25","Also in 2019, there have been more GP referrals, but this may be as a result of a new special nurse post in the local practice making more referrals. ",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Needs of clients have changed (though in some cases, impact is broader than our services), with more evidence of food bank usage. There has been an increase in safeguarding cases including domestic and alcohol abuse. There is a notable increase in anti-social behaviour in the area. Recently a pizza delivery van driver was beaten up and the incident was shared on social media. The closure of at least one local advice centre and the loss of a teenage parents project may inadvertently be sending more clients to us. Also in 2019, there have been more GP referrals, but this may be as a result of a new special nurse post in the local practice making more referrals. We have specifically seen an increase in demand for our mental health support service and our exercise programme. Although theres always been a need for exercise, this is the first time weve offered a programme.. Social workers expect to meet client needs through local services like ours due to the lack of available statutory support.",NA,NA,NA,NA,"Service delivery","Have the services that you provide as an organisation changed over the last two years, and if so how and why?a) Have you seen more or less demand for your services? Why?b) Have the needs of your clients changed at all? c) If you so how have you responded to that?","B1","CQ13","continuous",0,TRUE,1,"25",1,3
36,32,66,"",NA,0.5,0.5,NA,NA,"25","Social workers expect to meet client needs through local services like ours due to the lack of available statutory support.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Needs of clients have changed (though in some cases, impact is broader than our services), with more evidence of food bank usage. There has been an increase in safeguarding cases including domestic and alcohol abuse. There is a notable increase in anti-social behaviour in the area. Recently a pizza delivery van driver was beaten up and the incident was shared on social media. The closure of at least one local advice centre and the loss of a teenage parents project may inadvertently be sending more clients to us. Also in 2019, there have been more GP referrals, but this may be as a result of a new special nurse post in the local practice making more referrals. We have specifically seen an increase in demand for our mental health support service and our exercise programme. Although theres always been a need for exercise, this is the first time weve offered a programme.. Social workers expect to meet client needs through local services like ours due to the lack of available statutory support.",NA,NA,NA,NA,"Service delivery","Have the services that you provide as an organisation changed over the last two years, and if so how and why?a) Have you seen more or less demand for your services? Why?b) Have the needs of your clients changed at all? c) If you so how have you responded to that?","B1","CQ13","continuous",0,TRUE,1,"25",1,3
78,79,67,"",NA,0.5,0.5,NA,NA,"26","There has been a conscious push to work more in partnership, whereas in the past our programmes might have gone for funding on their own, were now expected to work with the private sectory. ",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"There has been a conscious push to work more in partnership, whereas in the past our programmes might have gone for funding on their own, were now expected to work with the private sectory. There is a huge degree of cynicism in the VCSE sector around the commissioning of public services. Peoples needs in this area are not being met, with new contract holders having very few direct community links.",NA,NA,NA,NA,"Service delivery","Has there been any change in partnerships or collaborations between your organisation and other similar organisations in the area/nationally? If so why are you working in collaboration and what impact do you think this has on your clients?","B2","CQ13","continuous",0,TRUE,1,"26",1,3
80,20,68,"",NA,0.5,0.5,NA,NA,"27","Weve never had the money to buy in external services, so have generally relied on informal support from friends and family (though no specifics provided here). Our new Director brought in a volunteer consultant to undertake a business planning framework. Until she came into post (in April 2019) we didnt have contacts with klout. There arent many lawyers living in this area",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Weve never had the money to buy in external services, so have generally relied on informal support from friends and family (though no specifics provided here). Our new Director brought in a volunteer consultant to undertake a business planning framework. Until she came into post (in April 2019) we didnt have contacts with klout. There arent many lawyers living in this area. (NB: interviewee declined to score the volunteer consultant as part of question D2 so this is unanswered)",NA,NA,NA,NA,"Access to support services","What have been the most significant challenges your organisation has faced over the two years? a) Did you seek help to resolve these challenges from external people or organisations?b) If so, what sort of support - in which areas?c) How easy was it to find support?d) If you found the right support, where from?What impact did this have on your organisation and your clients?e) If you didn’t find the right support, what impact did this have on your organisation and your clients?","D1","CQ13","continuous",0,TRUE,1,"27",2,3
81,82,69,"",NA,0.5,0.5,NA,NA,"28","Our new Director has a very different leadership style, with a current focus on developing a strong evidence base, and introducing new strategic planning processes with a longer timeframe, and a plan to develop a convincing theory of change. Overall, were moving towards being more integrated and forward looking.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Were working harda th is at the moment. Our new Director has a very different leadership style, with a current focus on developing a strong evidence base, and introducing new strategic planning processes with a longer timeframe, and a plan to develop a convincing theory of change. Overall, were moving towards being more integrated and forward looking.Our Board governance has been weak to date. Its difficult to recruit local trustees, but were working towards strengthening our Board, as part of making the organisation more compliant.",NA,NA,NA,NA,"Governance and leadership","Have there been any changes in strategic planning skills and capabilities within the leadership team (including the board) over the last two years?a) If so, what has changed and what drove this change?b) At which level has the change been most significant? Board or senior staff?","E1","CQ13","continuous",0,TRUE,1,"28",1,3
83,84,70,"",NA,0.5,0.5,NA,NA,"29","We had a recent media call, but it was clear that they wanted to file a stereotypical report on food poverty so we didnt pursue it. Overall, we feel a bit consulted out, with invitations to engage often at very short notice. ",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Weve been used by local councillors in the past for political opportunities. Going forward, our influence will be evidence based and on our terms. We want to identify strategically important relationships. We had a recent media call, but it was clear that they wanted to file a stereotypical report on food poverty so we didnt pursue it. Overall, we feel a bit consulted out, with invitations to engage often at very short notice. Were confident our new strategic plan will bring new influencing opportunities.",NA,NA,NA,NA,"Influence","Has there been any change in your organisation’s ability to influence change in the area you work in?a) Have you been proactive in influencing decision makers? (Change could range from local councillors’ interest in the area of work, engaging local community, local/national media coverage, consultations, local/national policy etc.)b) Has it been harder to influence decision makers? If so, what are the reasons for that?","F1","CQ13","continuous",0,TRUE,1,"29",1,3
16,85,71,"",NA,0.5,0.5,NA,NA,"30","Yes, the new Director is asking for a conscious culture shift, so the team are being upskilled. ",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Yes, the new Director is asking for a conscious culture shift, so the team are being upskilled. A bid has been put in for a complete ICT overhaul (affecting hardware; remote working tools; our website and social; a new data approach) and new systems planning.",NA,NA,NA,NA,"People and skills","Have the skills required by you and your workforce to deliver your services changed over the last two years? a) Why? b) How have you dealt with this change?","G1","CQ13","continuous",0,TRUE,1,"30",1,3
86,70,72,"",NA,-0.5,0.5,NA,NA,"32","Previously volunteering was open to anyone, but this was challenging, as much of our work is with clients with complex needs. Were now developing volunteer processes, including an introductory pack, and induction/training. It will lead to fewer volunteer numbers, but more supported and qualified ones.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,-0.25,"Although the number of employees hasnt substantially increaed, the number of hours has increased across staff, including us know having 2 full-time posts for the first time in ages. The number of volunteers has stayed the same for much of the time, but our volunteering model has changed. Previously volunteering was open to anyone, but this was challenging, as much of our work is with clients with complex needs. Were now developing volunteer processes, including an introductory pack, and induction/training. It will lead to fewer volunteer numbers, but more supported and qualified ones.",NA,NA,NA,NA,"People and skills","Over the last two years has the number of people working or volunteering for your organisation changed? a) Why?b) Has this had a positive or negative impact on your ability to deliver?","G3","CQ13","continuous",0,TRUE,1,"32",1,3
86,87,73,"",NA,0.5,0.5,NA,NA,"32","Previously volunteering was open to anyone, but this was challenging, as much of our work is with clients with complex needs. Were now developing volunteer processes, including an introductory pack, and induction/training. It will lead to fewer volunteer numbers, but more supported and qualified ones.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Although the number of employees hasnt substantially increaed, the number of hours has increased across staff, including us know having 2 full-time posts for the first time in ages. The number of volunteers has stayed the same for much of the time, but our volunteering model has changed. Previously volunteering was open to anyone, but this was challenging, as much of our work is with clients with complex needs. Were now developing volunteer processes, including an introductory pack, and induction/training. It will lead to fewer volunteer numbers, but more supported and qualified ones.",NA,NA,NA,NA,"People and skills","Over the last two years has the number of people working or volunteering for your organisation changed? a) Why?b) Has this had a positive or negative impact on your ability to deliver?","G3","CQ13","continuous",0,TRUE,1,"32",1,3
88,89,74,"",NA,0.5,0.5,NA,NA,"33","The messages and opinions havent necessarily changed but there is a greater need to reiterate messages in the current climate, including themes like the recent Windrush scandal; migrant and refugee issues and tackling misconceptions around FGM. Connectivity and inclusion have become more important - community groups are keen to put out plays together in double bills and pursue a more in common agenda.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We dont use professional actors, we facilitate and direct community groups who want to put out a message through drama. The messages and opinions havent necessarily changed but there is a greater need to reiterate messages in the current climate, including themes like the recent Windrush scandal; migrant and refugee issues and tackling misconceptions around FGM. Connectivity and inclusion have become more important - community groups are keen to put out plays together in double bills and pursue a more in common agenda.",NA,NA,NA,NA,"Service delivery","Have the services that you provide as an organisation changed over the last two years, and if so how and why?a) Have you seen more or less demand for your services? Why?b) Have the needs of your clients changed at all? c) If you so how have you responded to that?","B1","CS29","continuous",0,TRUE,1,"33",1,3
88,90,75,"",NA,0.5,0.5,NA,NA,"34","We have initiated 2 large international projects since 2017 focussing on thinking critically and acting in a democratic, socially responsible manner. Were working with organisationsl in Greece, Italy, Spain and Portugal on this. There has been a decline in our work at a local community level.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We have more informal collaborations with experts. We run a quarterly seminar series and the focus of the talks and attendance has changed. There is more focus on the bigger picture - how partnerships across Europe and internationally can benefit community theatre in the UK. There is a recognition that citizenship is being poorly taught in schools. We have initiated 2 large international projects since 2017 focussing on thinking critically and acting in a democratic, socially responsible manner. Were working with organisationsl in Greece, Italy, Spain and Portugal on this. There has been a decline in our work at a local community level. We used to collaborate with local groups through offering our premises out for hire at affordable prices and supported a local community choir. Neither of these happen now.",NA,NA,NA,NA,"Service delivery","Has there been any change in partnerships or collaborations between your organisation and other similar organisations in the area/nationally? If so why are you working in collaboration and what impact do you think this has on your clients?","B2","CS29","continuous",0,TRUE,1,"34",1,3
88,91,76,"",NA,0.5,0.5,NA,NA,"35","We recently became involved in the Arts Partnership Alliance (APA). We havent traditionally been part of large national networks, but we feel we need this advocacy support in rapidly changing political times. Were not as visibly connected as we could be. The APA will help us advocate for community based arts - otherwise were left quite isolated, and were often overlooked for funding by prime players like the Arts Council already. ",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We recently became involved in the Arts Partnership Alliance (APA). We havent traditionally been part of large national networks, but we feel we need this advocacy support in rapidly changing political times. Were not as visibly connected as we could be. The APA will help us advocate for community based arts - otherwise were left quite isolated, and were often overlooked for funding by prime players like the Arts Council already. The APA also offers us an opportunity to do business to business marketing with like-minded organisations to build our professional credibility.",NA,NA,NA,NA,"Access to support services","What have been the most significant challenges your organisation has faced over the two years? a) Did you seek help to resolve these challenges from external people or organisations?b) If so, what sort of support - in which areas?c) How easy was it to find support?d) If you found the right support, where from?What impact did this have on your organisation and your clients?e) If you didn’t find the right support, what impact did this have on your organisation and your clients?","D1","CS29","continuous",0,TRUE,1,"35",1,3
91,92,77,"",NA,0.5,0.5,NA,NA,"35","NA",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We recently became involved in the Arts Partnership Alliance (APA). We havent traditionally been part of large national networks, but we feel we need this advocacy support in rapidly changing political times. Were not as visibly connected as we could be. The APA will help us advocate for community based arts - otherwise were left quite isolated, and were often overlooked for funding by prime players like the Arts Council already. The APA also offers us an opportunity to do business to business marketing with like-minded organisations to build our professional credibility.",NA,NA,NA,NA,"Access to support services","What have been the most significant challenges your organisation has faced over the two years? a) Did you seek help to resolve these challenges from external people or organisations?b) If so, what sort of support - in which areas?c) How easy was it to find support?d) If you found the right support, where from?What impact did this have on your organisation and your clients?e) If you didn’t find the right support, what impact did this have on your organisation and your clients?","D1","CS29","continuous",0,TRUE,1,"35",1,3
93,94,78,"",NA,0.5,0.5,NA,NA,"37","The local Cabinet Office got in touch to ask for our help in mutual amplification on key messages we were both working on, meaning ending FGM. But the logistics of this were challenging for us as were participant-led and so cant dictate this kind of approach. Also, they werent offering any funding.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Weve always had a strong partnership with the council, and influenced policy when theres been a call to. The local Cabinet Office got in touch to ask for our help in mutual amplification on key messages we were both working on, meaning ending FGM. But the logistics of this were challenging for us as were participant-led and so cant dictate this kind of approach. Also, they werent offering any funding. We attend Bristol Arts Partnerhsip meetings and local BS3 business improvement meetings to do more conscious local networking. I cant say whether its been harder or easier to influence decision makers.",NA,NA,NA,NA,"Influence","Has there been any change in your organisation’s ability to influence change in the area you work in?a) Have you been proactive in influencing decision makers? (Change could range from local councillors’ interest in the area of work, engaging local community, local/national media coverage, consultations, local/national policy etc.)b) Has it been harder to influence decision makers? If so, what are the reasons for that?","F1","CS29","continuous",0,TRUE,1,"37",1,3
60,95,79,"",NA,0.5,0.5,NA,NA,"38","We hired 2 new roles in community theatre support as part of our foundation training programme since 2017. The project is changing - in the past we were training people without there being an obvious place for them to go on and appy their skills. Our new approach is training actor associates with more support, leading to participants creating their own opportunities. A Syrian refugee participant in Exeter has put in an application for his own theatre group to work with young refugee women",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We hired 2 new roles in community theatre support as part of our foundation training programme since 2017. The project is changing - in the past we were training people without there being an obvious place for them to go on and appy their skills. Our new approach is training actor associates with more support, leading to participants creating their own opportunities. A Syrian refugee participant in Exeter has put in an application for his own theatre group to work with young refugee women.",NA,NA,NA,NA,"People and skills","Have the skills required by you and your workforce to deliver your services changed over the last two years? a) Why? b) How have you dealt with this change?","G1","CS29","continuous",0,TRUE,1,"38",2,3
95,96,80,"",NA,0.5,0.5,NA,NA,"38","Our new approach is training actor associates with more support, leading to participants creating their own opportunities. A Syrian refugee participant in Exeter has put in an application for his own theatre group to work with young refugee women.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We hired 2 new roles in community theatre support as part of our foundation training programme since 2017. The project is changing - in the past we were training people without there being an obvious place for them to go on and appy their skills. Our new approach is training actor associates with more support, leading to participants creating their own opportunities. A Syrian refugee participant in Exeter has put in an application for his own theatre group to work with young refugee women.",NA,NA,NA,NA,"People and skills","Have the skills required by you and your workforce to deliver your services changed over the last two years? a) Why? b) How have you dealt with this change?","G1","CS29","continuous",0,TRUE,1,"38",2,3
12,97,81,"","",0.5,0.5,NA,NA,"2","s from LPW but not anymore. Also, notably, this year weve had no school referrals",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We sold our previous building premises and took advice from Voscur. Jenny Wildblood was very helpful and worked with our senior staff and volunteers on how to invest money for the future. We appointed a new worker as a rsult who is tasked with making our organisation more sustainable. In Jan/Feb 2019, T2, a national organisation for youth employment and training unexpectedly closed its study programme, leaving young people on their books who no longer had a provider. We negotiated with the council to inherit their students, with the council giving us money to tide them through their exams. Its important for us to be active in networks as nearly all our referrals come from other organisations, notably Creative Network and 1625 Independent People. We used to get referrals from LPW but not anymore. Also, notably, this year weve had no school referrals. Weve also made links with Catch 22, who now offer on-going support to our young people who need support to move onto the next stage of education and training.",NA,NA,NA,NA,"Service delivery","Has there been any change in partnerships or collaborations between your organisation and other similar organisations in the area/nationally? If so why are you working in collaboration and what impact do you think this has on your clients?","B2","CS26","continuous",0,TRUE,1,"2",1,3
98,20,82,"","",0.5,0.5,NA,NA,"7","Weve also had social media training",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Our new staff post has opened up informal training - we have now been taught to maintain a proper database of students for all staff to use. Weve also had social media training.",NA,NA,NA,NA,"People and skills","Have your staff’s skills and capacity changed over the last two years?a) Why and in what way?b) Have you invested in training your staff? If so, what difference has it made?c) What impact has this had on your service delivery?","G2","CS26","continuous",0,TRUE,1,"7",2,3
32,99,83,"","",0.5,0.5,NA,NA,"16","This has increased our capacity, but we still cant meet all the need.",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We have 5 more p/time staff (2 FTEs) since 2017, partly due to winning new contracts in Swindon and Somerset, and partly due to securing a paid contract with the prison. This has increased our capacity, but we still cant meet all the need. Although we dont have many more volunteers than in 2017, we have changed the focus of their roles. We have a greater focus on developing service useres into volunteers who go on to lead volunteer led activies, such as bike rides.",NA,NA,NA,NA,"People and skills","Over the last two years has the number of people working or volunteering for your organisation changed? a) Why?b) Has this had a positive or negative impact on your ability to deliver?","G3","CT15","continuous",0,TRUE,1,"16",2,3
55,55,84,"","",0.5,0.5,NA,NA,"16","This has increased our capacity, but we still cant meet all the need. Alt",NA,"","Defined, directed",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We have 5 more p/time staff (2 FTEs) since 2017, partly due to winning new contracts in Swindon and Somerset, and partly due to securing a paid contract with the prison. This has increased our capacity, but we still cant meet all the need. Although we dont have many more volunteers than in 2017, we have changed the focus of their roles. We have a greater focus on developing service useres into volunteers who go on to lead volunteer led activies, such as bike rides.",NA,NA,NA,NA,"People and skills","Over the last two years has the number of people working or volunteering for your organisation changed? a) Why?b) Has this had a positive or negative impact on your ability to deliver?","G3","CT15","continuous",0,TRUE,1,"16",2,3
72,70,85,"","",0.5,0.5,NA,NA,"24","We have gone from 5 to 30 activel volunteers, of which 18 are regular (mainly retired or those looking to get back into work/working part-time). More people want to be involved but we dont yet have the infrastrucutre. ",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"We have gone from 5 to 30 activel volunteers, of which 18 are regular (mainly retired or those looking to get back into work/working part-time). More people want to be involved but we dont yet have the infrastrucutre. We have a volunteer recruitment policy but we dont have a volunteer coordinator to develope things.",NA,NA,NA,NA,"People and skills","Over the last two years has the number of people working or volunteering for your organisation changed? a) Why?b) Has this had a positive or negative impact on your ability to deliver?","G3","AQ52","continuous",0,TRUE,1,"24",1,3
16,100,86,"","",0.5,0.5,NA,NA,"30","killed. A bid has been put in for a complete ICT overhaul (affecting hardware; remote working tools; our website and social; a new data approach) and new systems planning",NA,"","",NA,NA,"",NA,FALSE,NA,"",NA,NA,TRUE,0.25,"Yes, the new Director is asking for a conscious culture shift, so the team are being upskilled. A bid has been put in for a complete ICT overhaul (affecting hardware; remote working tools; our website and social; a new data approach) and new systems planning.",NA,NA,NA,NA,"People and skills","Have the skills required by you and your workforce to deliver your services changed over the last two years? a) Why? b) How have you dealt with this change?","G1","CQ13","continuous",0,TRUE,1,"30",1,3
